original_image,new_image,split,type,augmentation_id
01f4906c-87c6-48f6-9120-7906a0fe1675.jpg,04adf145-5745-48c3-b81d-04d37f6c401c.jpg,train,augmented,aug_2
01f4906c-87c6-48f6-9120-7906a0fe1675.jpg,1a575e26-89d7-452f-a523-350353aba561.jpg,train,augmented,aug_3
020ee841-f300-4be3-9ff9-df8b6e6946a2.jpg,020ee841-f300-4be3-9ff9-df8b6e6946a2.jpg,train,original,original
020ee841-f300-4be3-9ff9-df8b6e6946a2.jpg,3756666e-a38a-4250-8602-9ba7201aa0e6.jpg,train,augmented,aug_1
020ee841-f300-4be3-9ff9-df8b6e6946a2.jpg,4b9d487b-868b-4aae-a8e2-f87ff236b88b.jpg,train,augmented,aug_2
020ee841-f300-4be3-9ff9-df8b6e6946a2.jpg,34ee58dc-e08e-437f-9693-84df9b1e0196.jpg,train,augmented,aug_3
0231f6aa-b26f-4ef2-8662-ee3107c0bca7.jpg,0231f6aa-b26f-4ef2-8662-ee3107c0bca7.jpg,train,original,original
0231f6aa-b26f-4ef2-8662-ee3107c0bca7.jpg,3a9434b9-a3a3-4b17-8d77-f45ecc9b5b7e.jpg,train,augmented,aug_1
0231f6aa-b26f-4ef2-8662-ee3107c0bca7.jpg,f9cbab8b-d220-4b45-b2ba-7f04313019ed.jpg,train,augmented,aug_2
0231f6aa-b26f-4ef2-8662-ee3107c0bca7.jpg,d44bf6ec-f56b-44be-a354-5446026dbebc.jpg,train,augmented,aug_3
023c1a77-7616-4a8f-8c36-ca60160826fc.jpg,023c1a77-7616-4a8f-8c36-ca60160826fc.jpg,train,original,original
023c1a77-7616-4a8f-8c36-ca60160826fc.jpg,58894685-21be-4948-b8d0-a356d78de8fa.jpg,train,augmented,aug_1
023c1a77-7616-4a8f-8c36-ca60160826fc.jpg,fb24c5dc-3ab3-426e-8d6c-7387d6461159.jpg,train,augmented,aug_2
023c1a77-7616-4a8f-8c36-ca60160826fc.jpg,90a0efe3-32f4-49f4-aaa8-f84843a7a840.jpg,train,augmented,aug_3
02b413b4-61e7-41c2-9f9b-1780ddbda412.jpg,02b413b4-61e7-41c2-9f9b-1780ddbda412.jpg,train,original,original
02b413b4-61e7-41c2-9f9b-1780ddbda412.jpg,dbdf2580-a9b1-478c-a844-c52ab7eae9eb.jpg,train,augmented,aug_1
02b413b4-61e7-41c2-9f9b-1780ddbda412.jpg,df8a1492-5956-4ce1-bc1e-3b7c7482db68.jpg,train,augmented,aug_2
02b413b4-61e7-41c2-9f9b-1780ddbda412.jpg,38445b77-29ca-4c7f-b6c7-f7eb65d7319d.jpg,train,augmented,aug_3
02cee6bb-3b15-4ecf-beb2-634c31f6e4e6.jpg,02cee6bb-3b15-4ecf-beb2-634c31f6e4e6.jpg,train,original,original
02cee6bb-3b15-4ecf-beb2-634c31f6e4e6.jpg,5bb38295-9443-4ed7-8558-1e91bfbef808.jpg,train,augmented,aug_1
02cee6bb-3b15-4ecf-beb2-634c31f6e4e6.jpg,3eaddce6-6d72-4c65-a8b5-6736d5b13f07.jpg,train,augmented,aug_2
02cee6bb-3b15-4ecf-beb2-634c31f6e4e6.jpg,9c1d7c08-d417-4ff0-82b3-a246d9781cfb.jpg,train,augmented,aug_3
03230295-284c-4b1b-929e-fd1d8df9e980.jpg,03230295-284c-4b1b-929e-fd1d8df9e980.jpg,train,original,original
03230295-284c-4b1b-929e-fd1d8df9e980.jpg,9bf53ad1-a89a-4aad-a20f-93d3ba23a0ed.jpg,train,augmented,aug_1
03230295-284c-4b1b-929e-fd1d8df9e980.jpg,018a6575-d0da-4ef3-8c5c-18407acca766.jpg,train,augmented,aug_2
03230295-284c-4b1b-929e-fd1d8df9e980.jpg,4b9853ab-8a1d-4bc1-a157-aef0384cd0e5.jpg,train,augmented,aug_3
032b08fa-8af1-448c-b353-9608fff9fffe.jpg,032b08fa-8af1-448c-b353-9608fff9fffe.jpg,train,original,original
032b08fa-8af1-448c-b353-9608fff9fffe.jpg,28853b38-4d17-4d8c-aa95-962dbc2dddd4.jpg,train,augmented,aug_1
032b08fa-8af1-448c-b353-9608fff9fffe.jpg,7f626e93-4c94-4c2a-b7a2-d5fb82ae883e.jpg,train,augmented,aug_2
032b08fa-8af1-448c-b353-9608fff9fffe.jpg,df1a732a-8d23-4f7c-8b8e-99521470d4db.jpg,train,augmented,aug_3
03730e4c-7d45-4b1c-8a8c-c38b1a5256fa.jpg,03730e4c-7d45-4b1c-8a8c-c38b1a5256fa.jpg,train,original,original
03730e4c-7d45-4b1c-8a8c-c38b1a5256fa.jpg,ab2ca0bc-2e75-4b99-93b1-e1c4a4997c29.jpg,train,augmented,aug_1
03730e4c-7d45-4b1c-8a8c-c38b1a5256fa.jpg,2f5ad9ce-a08f-4756-8d78-97b798b29eca.jpg,train,augmented,aug_2
03730e4c-7d45-4b1c-8a8c-c38b1a5256fa.jpg,9e4406e4-8b13-4c62-8e88-3a3816652cb0.jpg,train,augmented,aug_3
03739a66-b6c0-4ed5-9ece-e7d45d744de4.jpg,03739a66-b6c0-4ed5-9ece-e7d45d744de4.jpg,train,original,original
03739a66-b6c0-4ed5-9ece-e7d45d744de4.jpg,097302e4-fd2e-4be0-b3d5-99e5d7493821.jpg,train,augmented,aug_1
03739a66-b6c0-4ed5-9ece-e7d45d744de4.jpg,9a7b8f7f-4f50-417f-bd8e-474190448dbd.jpg,train,augmented,aug_2
03739a66-b6c0-4ed5-9ece-e7d45d744de4.jpg,fff91b88-1ca4-4fae-9645-a162f877358e.jpg,train,augmented,aug_3
03bf586a-abba-4fa7-8714-1d3848b18a94.jpg,03bf586a-abba-4fa7-8714-1d3848b18a94.jpg,train,original,original
03bf586a-abba-4fa7-8714-1d3848b18a94.jpg,bc38de08-69a4-408e-988e-d08dfc78b761.jpg,train,augmented,aug_1
03bf586a-abba-4fa7-8714-1d3848b18a94.jpg,6097dbfe-b6d2-499c-8e55-723668e9ab8d.jpg,train,augmented,aug_2
03bf586a-abba-4fa7-8714-1d3848b18a94.jpg,b6c926e9-3f22-496e-9328-90a496155e87.jpg,train,augmented,aug_3
040a89fc-83f3-49fe-a808-a28eaf771422.jpg,040a89fc-83f3-49fe-a808-a28eaf771422.jpg,train,original,original
040a89fc-83f3-49fe-a808-a28eaf771422.jpg,4e470ff2-660b-4101-9c53-e7e8be813721.jpg,train,augmented,aug_1
040a89fc-83f3-49fe-a808-a28eaf771422.jpg,2b5da319-2820-4d9e-a900-8b356a2a6237.jpg,train,augmented,aug_2
040a89fc-83f3-49fe-a808-a28eaf771422.jpg,3031a8fc-53ba-42ea-bdf0-a1603aafb734.jpg,train,augmented,aug_3
0448784d-9c3b-4bab-beb7-bd0be09009fb.jpg,0448784d-9c3b-4bab-beb7-bd0be09009fb.jpg,train,original,original
0448784d-9c3b-4bab-beb7-bd0be09009fb.jpg,f87c8059-dfd7-4e92-8ae1-9efd2f1dee65.jpg,train,augmented,aug_1
0448784d-9c3b-4bab-beb7-bd0be09009fb.jpg,83c9d55c-532b-4575-9f06-fb13b4f4be67.jpg,train,augmented,aug_2
0448784d-9c3b-4bab-beb7-bd0be09009fb.jpg,f194f53d-fbc3-4a08-ac2a-18c2fbf5e1a8.jpg,train,augmented,aug_3
0473b708-c95f-4fd3-90a7-85d99970cc60.jpg,0473b708-c95f-4fd3-90a7-85d99970cc60.jpg,train,original,original
0473b708-c95f-4fd3-90a7-85d99970cc60.jpg,23474c65-d559-4c83-a916-fe6847ba92e8.jpg,train,augmented,aug_1
0473b708-c95f-4fd3-90a7-85d99970cc60.jpg,50efa466-9167-4295-8f26-b2b57c11e85b.jpg,train,augmented,aug_2
0473b708-c95f-4fd3-90a7-85d99970cc60.jpg,d022e54f-d710-436d-b843-6308dc03dfdb.jpg,train,augmented,aug_3
04babb4d-9db3-473c-91e4-c91a12f29efc.jpg,04babb4d-9db3-473c-91e4-c91a12f29efc.jpg,train,original,original
04babb4d-9db3-473c-91e4-c91a12f29efc.jpg,578a4ebc-1a57-4ce5-be29-0e5047a2a760.jpg,train,augmented,aug_1
04babb4d-9db3-473c-91e4-c91a12f29efc.jpg,f4586b14-1dba-492b-a59e-cbc7fedf7415.jpg,train,augmented,aug_2
04babb4d-9db3-473c-91e4-c91a12f29efc.jpg,d8d1416e-cb2a-46e0-91cf-b6ac91f48c91.jpg,train,augmented,aug_3
04f04fc8-a854-4fc2-93c2-4a16b57f93e3.jpg,04f04fc8-a854-4fc2-93c2-4a16b57f93e3.jpg,train,original,original
04f04fc8-a854-4fc2-93c2-4a16b57f93e3.jpg,9745d448-fd48-4724-a0b4-6208f45843c1.jpg,train,augmented,aug_1
04f04fc8-a854-4fc2-93c2-4a16b57f93e3.jpg,debd930a-40c2-4f81-8703-cec9dd36e0d4.jpg,train,augmented,aug_2
04f04fc8-a854-4fc2-93c2-4a16b57f93e3.jpg,0f9ef54c-82fc-4985-9b16-f84269360a34.jpg,train,augmented,aug_3
0534676c-abff-404e-b0bf-589cbd4f989e.jpg,0534676c-abff-404e-b0bf-589cbd4f989e.jpg,train,original,original
0534676c-abff-404e-b0bf-589cbd4f989e.jpg,29a11189-da25-49df-8fb1-1ffc78323a2d.jpg,train,augmented,aug_1
0534676c-abff-404e-b0bf-589cbd4f989e.jpg,5ef0da22-e4ad-4d21-9452-54fbaad382c9.jpg,train,augmented,aug_2
0534676c-abff-404e-b0bf-589cbd4f989e.jpg,9ee90de1-ac39-4a71-b246-1711f3e00657.jpg,train,augmented,aug_3
055db4a8-30fd-4e7e-8782-c7b134fb9c62.jpg,055db4a8-30fd-4e7e-8782-c7b134fb9c62.jpg,train,original,original
055db4a8-30fd-4e7e-8782-c7b134fb9c62.jpg,09294413-20ab-4b00-a44f-a7e72125dfd9.jpg,train,augmented,aug_1
055db4a8-30fd-4e7e-8782-c7b134fb9c62.jpg,c3549015-cf57-40e9-aa3d-6e076b25b07f.jpg,train,augmented,aug_2
055db4a8-30fd-4e7e-8782-c7b134fb9c62.jpg,59718fec-9069-4e38-9bbd-8ed968c2c873.jpg,train,augmented,aug_3
05914140-b02f-4679-ab98-e09ec5f41d2f.jpg,05914140-b02f-4679-ab98-e09ec5f41d2f.jpg,train,original,original
05914140-b02f-4679-ab98-e09ec5f41d2f.jpg,c39ac0a7-ee60-4011-8ab5-58fe80d17fc3.jpg,train,augmented,aug_1
05914140-b02f-4679-ab98-e09ec5f41d2f.jpg,4a7463db-81f0-40e4-9e01-2a1265995755.jpg,train,augmented,aug_2
05914140-b02f-4679-ab98-e09ec5f41d2f.jpg,2b8a694e-b77e-49b7-9c40-828db6884e0f.jpg,train,augmented,aug_3
05cdfee7-f09c-4ea9-ab18-156b082e259e.jpg,05cdfee7-f09c-4ea9-ab18-156b082e259e.jpg,train,original,original
05cdfee7-f09c-4ea9-ab18-156b082e259e.jpg,5b65455a-0fdf-4e0e-a5e9-cd6716845d51.jpg,train,augmented,aug_1
05cdfee7-f09c-4ea9-ab18-156b082e259e.jpg,780089a3-b8bb-4c61-b646-0ad4bfc2cc2f.jpg,train,augmented,aug_2
05cdfee7-f09c-4ea9-ab18-156b082e259e.jpg,0275aac1-1fe9-46bb-9fa6-eda28bfb83b5.jpg,train,augmented,aug_3
05d5c0fe-ac3b-4a98-a7ab-00df360a7628.jpg,05d5c0fe-ac3b-4a98-a7ab-00df360a7628.jpg,train,original,original
05d5c0fe-ac3b-4a98-a7ab-00df360a7628.jpg,6424992d-641d-4426-b3ce-083f3349ec3d.jpg,train,augmented,aug_1
05d5c0fe-ac3b-4a98-a7ab-00df360a7628.jpg,e632cd0e-8c51-4d34-bcda-af6ae8b5bdee.jpg,train,augmented,aug_2
05d5c0fe-ac3b-4a98-a7ab-00df360a7628.jpg,a2f45af0-4099-41a3-8e6f-0622dbd86b77.jpg,train,augmented,aug_3
05db5416-cab8-41da-affe-3eb46f22a89e.jpg,05db5416-cab8-41da-affe-3eb46f22a89e.jpg,train,original,original
05db5416-cab8-41da-affe-3eb46f22a89e.jpg,9f29ab54-59c7-4f51-a61d-385f73ef25b9.jpg,train,augmented,aug_1
05db5416-cab8-41da-affe-3eb46f22a89e.jpg,be8bc138-b8c8-493c-8824-06bb4327aa7c.jpg,train,augmented,aug_2
05db5416-cab8-41da-affe-3eb46f22a89e.jpg,ea2e331c-5f6c-4fce-8f38-69ad5c0bd05c.jpg,train,augmented,aug_3
05dc8dc2-0f1a-4518-8324-b5f40bd9dfc3.jpg,05dc8dc2-0f1a-4518-8324-b5f40bd9dfc3.jpg,train,original,original
05dc8dc2-0f1a-4518-8324-b5f40bd9dfc3.jpg,c5c31628-5be8-4f77-bec2-fd6e6747102d.jpg,train,augmented,aug_1
05dc8dc2-0f1a-4518-8324-b5f40bd9dfc3.jpg,a33166a7-932a-4c8f-9eb1-21b14e8c9e73.jpg,train,augmented,aug_2
05dc8dc2-0f1a-4518-8324-b5f40bd9dfc3.jpg,c8d7cd09-56e9-4c06-a748-90a7399b442b.jpg,train,augmented,aug_3
061938b5-1440-4fda-a933-9850530662ae.jpg,061938b5-1440-4fda-a933-9850530662ae.jpg,train,original,original
061938b5-1440-4fda-a933-9850530662ae.jpg,e4f018b9-6330-4230-ad1a-2599048caa98.jpg,train,augmented,aug_1
061938b5-1440-4fda-a933-9850530662ae.jpg,0846f82e-c4b3-436b-9af7-098aa0605342.jpg,train,augmented,aug_2
061938b5-1440-4fda-a933-9850530662ae.jpg,c3660d3c-ae0e-4adf-b3db-3bff0b3fc0ca.jpg,train,augmented,aug_3
0676d17f-47f2-4928-ac93-3381075cdfa7.jpg,0676d17f-47f2-4928-ac93-3381075cdfa7.jpg,train,original,original
0676d17f-47f2-4928-ac93-3381075cdfa7.jpg,14e39807-5520-49da-a4db-5af056430e2b.jpg,train,augmented,aug_1
0676d17f-47f2-4928-ac93-3381075cdfa7.jpg,51f4d869-f80e-4fab-8be7-352f817b506e.jpg,train,augmented,aug_2
0676d17f-47f2-4928-ac93-3381075cdfa7.jpg,4e771819-48c3-4214-8158-40cdd70ea9cf.jpg,train,augmented,aug_3
067d04cc-83a3-412e-b1e3-3f6f58cb731e.jpg,067d04cc-83a3-412e-b1e3-3f6f58cb731e.jpg,train,original,original
067d04cc-83a3-412e-b1e3-3f6f58cb731e.jpg,e9790600-023f-4d86-b8ee-b0a8f1de7471.jpg,train,augmented,aug_1
067d04cc-83a3-412e-b1e3-3f6f58cb731e.jpg,4eea9fff-9d48-48ab-9452-f79ab73c5ba5.jpg,train,augmented,aug_2
067d04cc-83a3-412e-b1e3-3f6f58cb731e.jpg,0925a694-4ef2-4f22-a415-4e07093e3841.jpg,train,augmented,aug_3
06911ab4-147b-452f-8560-76ee505d694b.jpg,06911ab4-147b-452f-8560-76ee505d694b.jpg,train,original,original
06911ab4-147b-452f-8560-76ee505d694b.jpg,6364aa92-cbe1-4d5a-85d0-cd737f50e11e.jpg,train,augmented,aug_1
06911ab4-147b-452f-8560-76ee505d694b.jpg,d014c8ac-f46e-49d6-98dc-5c2936471e8b.jpg,train,augmented,aug_2
06911ab4-147b-452f-8560-76ee505d694b.jpg,34071ee6-c690-4452-a787-a072134f45fe.jpg,train,augmented,aug_3
0718e83c-b44d-4db2-bdbd-43cc7c9f0974.jpg,0718e83c-b44d-4db2-bdbd-43cc7c9f0974.jpg,train,original,original
0718e83c-b44d-4db2-bdbd-43cc7c9f0974.jpg,bfd69e28-a074-4a17-bbea-8884cbc27ba0.jpg,train,augmented,aug_1
0718e83c-b44d-4db2-bdbd-43cc7c9f0974.jpg,02734b94-f86f-491e-ae81-0cdaa12319b2.jpg,train,augmented,aug_2
0718e83c-b44d-4db2-bdbd-43cc7c9f0974.jpg,4ddea11d-eba8-47e7-a358-9fba344fbc2d.jpg,train,augmented,aug_3
073100e5-3d15-4192-96f1-cab064460432.jpg,073100e5-3d15-4192-96f1-cab064460432.jpg,train,original,original
073100e5-3d15-4192-96f1-cab064460432.jpg,acab5355-2301-48e2-adaa-720f6a4cef72.jpg,train,augmented,aug_1
073100e5-3d15-4192-96f1-cab064460432.jpg,a1ba1075-9b75-447a-b8e4-27c716a01c45.jpg,train,augmented,aug_2
073100e5-3d15-4192-96f1-cab064460432.jpg,f7d28295-ba04-49cb-b823-1180dfd55d9a.jpg,train,augmented,aug_3
07353465-d11c-43f4-a26a-d7bb5a02395f.jpg,07353465-d11c-43f4-a26a-d7bb5a02395f.jpg,train,original,original
07353465-d11c-43f4-a26a-d7bb5a02395f.jpg,b988ea81-4907-40a4-ad89-088e08d87673.jpg,train,augmented,aug_1
07353465-d11c-43f4-a26a-d7bb5a02395f.jpg,3cba6df4-c89e-4806-9e23-726b3f4734ca.jpg,train,augmented,aug_2
07353465-d11c-43f4-a26a-d7bb5a02395f.jpg,6458e2f0-5fbc-47f7-8bca-4484705367fd.jpg,train,augmented,aug_3
07842ed9-9d8c-42ac-a675-984d692ce3a6.jpg,07842ed9-9d8c-42ac-a675-984d692ce3a6.jpg,train,original,original
07842ed9-9d8c-42ac-a675-984d692ce3a6.jpg,d3478dfe-7040-419a-9da2-f4c821758a29.jpg,train,augmented,aug_1
07842ed9-9d8c-42ac-a675-984d692ce3a6.jpg,575d1e55-e458-480d-9bee-4edcdba5c4c1.jpg,train,augmented,aug_2
07842ed9-9d8c-42ac-a675-984d692ce3a6.jpg,add7cd42-4aa9-43a2-b54a-1eef3474fae2.jpg,train,augmented,aug_3
07b3cc25-9d5a-429c-b609-0251ca5ca9dc.jpg,07b3cc25-9d5a-429c-b609-0251ca5ca9dc.jpg,train,original,original
07b3cc25-9d5a-429c-b609-0251ca5ca9dc.jpg,c1a3c6e5-74b5-4b27-8ae3-19ffdb055783.jpg,train,augmented,aug_1
07b3cc25-9d5a-429c-b609-0251ca5ca9dc.jpg,76ae7c08-85a8-419f-b9c9-581c938390b1.jpg,train,augmented,aug_2
07b3cc25-9d5a-429c-b609-0251ca5ca9dc.jpg,5caa563e-4cfb-48ab-b3b1-04faf4017275.jpg,train,augmented,aug_3
0801fe04-8ae8-49cd-b43c-efbc4d159f7b.jpg,0801fe04-8ae8-49cd-b43c-efbc4d159f7b.jpg,train,original,original
0801fe04-8ae8-49cd-b43c-efbc4d159f7b.jpg,c9ceb8d1-4df7-437a-92f2-0fe61172f4d9.jpg,train,augmented,aug_1
0801fe04-8ae8-49cd-b43c-efbc4d159f7b.jpg,996d5c3a-47d6-4350-9e12-c2248b29d14d.jpg,train,augmented,aug_2
0801fe04-8ae8-49cd-b43c-efbc4d159f7b.jpg,75f44270-01fa-4e36-9822-a023fd6855dc.jpg,train,augmented,aug_3
08538d97-65f7-4af2-aa97-6d967f276788.jpg,08538d97-65f7-4af2-aa97-6d967f276788.jpg,train,original,original
08538d97-65f7-4af2-aa97-6d967f276788.jpg,6f98d29d-0485-4d2b-8120-1badc0ba0f4c.jpg,train,augmented,aug_1
08538d97-65f7-4af2-aa97-6d967f276788.jpg,9777305f-140a-4432-ba56-c54de9258c81.jpg,train,augmented,aug_2
08538d97-65f7-4af2-aa97-6d967f276788.jpg,fa5c1b24-640f-4b51-91d0-11e1b0f4bdcf.jpg,train,augmented,aug_3
087b58d1-7e64-46ac-9cf7-fd38dfa7789a.jpg,087b58d1-7e64-46ac-9cf7-fd38dfa7789a.jpg,train,original,original
087b58d1-7e64-46ac-9cf7-fd38dfa7789a.jpg,15ead2f5-bde8-491a-a466-691516330619.jpg,train,augmented,aug_1
087b58d1-7e64-46ac-9cf7-fd38dfa7789a.jpg,177096fe-447e-41fc-8b0c-79745f8170a4.jpg,train,augmented,aug_2
087b58d1-7e64-46ac-9cf7-fd38dfa7789a.jpg,308f29e9-ee38-4851-8234-46bdfbb2ef39.jpg,train,augmented,aug_3
08ae251c-4511-41d5-8e45-17a1b88f70c1.jpg,08ae251c-4511-41d5-8e45-17a1b88f70c1.jpg,train,original,original
08ae251c-4511-41d5-8e45-17a1b88f70c1.jpg,03defc91-6c99-4d88-b358-3b617b6a48ae.jpg,train,augmented,aug_1
08ae251c-4511-41d5-8e45-17a1b88f70c1.jpg,d1467699-cd17-4dc2-9842-b6f6bbc21d4e.jpg,train,augmented,aug_2
